from_object,from_layer,to_object,to_layer,package,via
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_Promotion,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_Promotion,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_SalesTerritory,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_SalesTerritory,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_SalesTerritory,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_Salesperson,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_Salesperson,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_Salesperson,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_StockItem,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_StockItem,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_StockItem,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_Supplier,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_Supplier,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_Supplier,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_VendorContract,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_VendorContract,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Load_VendorContract,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_NA_Load_Customer,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_NA_Load_Customer,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_NA_Load_Customer,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Rekey_LateArriving,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Rekey_LateArriving,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DIM_Rekey_LateArriving,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Customer_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Customer_Screen,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Customer_Screen,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_File_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_File_Screen,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_File_Screen,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_InvoiceLine_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_InvoiceLine_Screen,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_InvoiceLine_Screen,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_OrderLine_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_OrderLine_Screen,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_OrderLine_Screen,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Payment_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Payment_Screen,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Payment_Screen,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Referential_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Referential_Screen,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Referential_Screen,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Reject_Reprocess,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Reject_Reprocess,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Reject_Reprocess,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Rule_Engine,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Rule_Engine,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Rule_Engine,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Supplier_Screen,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Supplier_Screen,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Supplier_Screen,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Threshold_Gate,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Threshold_Gate,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,DQ_Threshold_Gate,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Handle_PackageFailure,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Handle_PackageFailure,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Handle_PackageFailure,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Notify_Operations,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Notify_Operations,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Notify_Operations,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Quarantine_BadFiles,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Quarantine_BadFiles,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Quarantine_BadFiles,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Reconcile_RowCounts,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Reconcile_RowCounts,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Reconcile_RowCounts,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Retry_FailedSteps,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Retry_FailedSteps,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Retry_FailedSteps,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Route_RejectedRows,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Route_RejectedRows,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,ERR_Route_RejectedRows,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApAging,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApAging,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApAging,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApInvoiceHdr,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApInvoiceHdr,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApInvoiceHdr,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApInvoiceLine,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApInvoiceLine,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApInvoiceLine,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApPayment,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApPayment,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApPayment,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApPaymentApply,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApPaymentApply,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ApPaymentApply,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CodeTranslation,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CodeTranslation,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CodeTranslation,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CostCenter,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CostCenter,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CostCenter,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_Currency,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_Currency,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_Currency,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CustomerAddress,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CustomerAddress,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CustomerAddress,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CustomerMaster,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CustomerMaster,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_CustomerMaster,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_FxRateDaily,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_FxRateDaily,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_FxRateDaily,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_Geography,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_Geography,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_Geography,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_GlJournalLine,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_GlJournalLine,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_GlJournalLine,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_PaymentTerms,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_PaymentTerms,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_PaymentTerms,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ProductHierarchy,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ProductHierarchy,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ProductHierarchy,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ProductMaster,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ProductMaster,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ProductMaster,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_PurchaseOrderHdr,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_PurchaseOrderHdr,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_PurchaseOrderHdr,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_PurchaseOrderLine,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_PurchaseOrderLine,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_PurchaseOrderLine,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ReceiptLine,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ReceiptLine,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_ReceiptLine,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_SupplierMaster,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_SupplierMaster,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_SupplierMaster,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_TaxRate,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_TaxRate,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_TaxRate,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_VendorContract,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_VendorContract,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_ORA_VendorContract,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Cities,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Cities,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Cities,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_CreditNotes,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_CreditNotes,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_CreditNotes,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_CustomerSegments,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_CustomerSegments,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_CustomerSegments,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_CustomerTransactions,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_CustomerTransactions,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_CustomerTransactions,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_InvoiceLines,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_InvoiceLines,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_InvoiceLines,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Invoices,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Invoices,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Invoices,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_LoyaltyLedger,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_LoyaltyLedger,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_LoyaltyLedger,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_OrderLines,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_OrderLines,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_OrderLines,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Orders,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Orders,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Orders,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_PaymentMethods,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_PaymentMethods,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_PaymentMethods,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_People,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_People,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_People,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Promotions,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Promotions,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Promotions,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Returns,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Returns,proc:ETL.USP_LOGPACKAGESTART
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_Returns,proc:ETL.USP_LOGROWCOUNT
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_SalesTerritories,proc:ETL.USP_LOGPACKAGEEND
ETL.PACKAGEEXECUTION,control-table,ETL.PACKAGEEXECUTION,control-table,EXT_SQL_SalesTerritories,proc:ETL.USP_LOGPACKAGESTART
